study,sample,genotype,name,platform_model,stage,stage PO,stage PO name,tissue,tissue PO,tissue PO name,treatment,treatment PECO,treatment PECO name
SRP198337,SRR9051316,Bread and winter wheat,QE1467_Sample_565-10-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051315,Bread and winter wheat,QE1467_180206_Sample_Nimbus10-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051314,Bread and winter wheat,QE1467_180206_Sample_Stigg-12-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051313,Bread and winter wheat,QE1467_180206_Sample_Stigg-12-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051312,Bread and winter wheat,QE1467_180206_Sample_506-10-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051311,Bread and winter wheat,QE1467_180206_Sample_506-10-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051310,Bread and winter wheat,QE1467_180206_Sample_Nimbus-12-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051309,Bread and winter wheat,QE1467_180206_Sample_485-12-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051308,Bread and winter wheat,QE1467_180206_Sample_485-10-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051307,Bread and winter wheat,QE1467_180206_Sample_485-12-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051306,Bread and winter wheat,QE1467_180206_Sample_485-12-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051305,Bread and winter wheat,QE1467_180206_Sample_484-12-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051304,Bread and winter wheat,QE1467_180206_Sample_484-12-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051303,Bread and winter wheat,QE1467_180206_Sample_485-10-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051302,Bread and winter wheat,QE1467_180206_Sample_485-10-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051301,Bread and winter wheat,QE1467_180206_Sample_565-10-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051300,Bread and winter wheat,QE1467_180206_Sample_Stigg-10-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051299,Bread and winter wheat,QE1467_180206_Sample_565-10-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051298,Bread and winter wheat,QE1467_180206_Sample_Stigg-10-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051297,Bread and winter wheat,QE1467_180206_Sample_Nimbus10-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051296,Bread and winter wheat,QE1467_180206_Sample_Nimbus10-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051295,Bread and winter wheat,QE1467_180206_Sample_Nimbus-12-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051294,Bread and winter wheat,QE1467_180206_Sample_484-10-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051293,Bread and winter wheat,QE1467_180206_Sample_484-12-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051292,Bread and winter wheat,QE1467_180206_Sample_Nimbus-12-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051291,Bread and winter wheat,QE1467_Sample_485-12-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051290,Bread and winter wheat,QE1467_Sample_Stigg-10-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051289,Bread and winter wheat,QE1467_Sample_Stigg-10-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051288,Bread and winter wheat,QE1467_Sample_Stigg10-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051287,Bread and winter wheat,QE1467_Sample_Stigg-12-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051286,Bread and winter wheat,QE1467_Sample_Stigg-12-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051285,Bread and winter wheat,QE1467_Sample_Stigg-12-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051284,Bread and winter wheat,QE1467_180206_Sample_484-10-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051283,Bread and winter wheat,QE1467_180206_Sample_484-10-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051282,Bread and winter wheat,QE1467_Sample_506-10-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051281,Bread and winter wheat,QE1467_Sample_506-10-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051280,Bread and winter wheat,QE1467_Sample_485-12-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051279,Bread and winter wheat,QE1467_Sample_485-12-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051278,Bread and winter wheat,QE1467_Sample_506-12-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051277,Bread and winter wheat,QE1467_Sample_506-12-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051276,Bread and winter wheat,QE1467_Sample_506-10-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051275,Bread and winter wheat,QE1467_Sample_506-12-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051274,Bread and winter wheat,QE1467_180206_Sample_565-10-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051273,Bread and winter wheat,QE1467_180206_Sample_565-12-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051272,Bread and winter wheat,QE1467_Sample_565-10-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051271,Bread and winter wheat,QE1467_Sample_565-10-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051270,Bread and winter wheat,QE1467_180206_Sample_506-12-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051269,Bread and winter wheat,QE1467_180206_Sample_506-12-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051268,Bread and winter wheat,QE1467_180206_Sample_506-10-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051267,Bread and winter wheat,QE1467_180206_Sample_506-12-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051266,Bread and winter wheat,QE1467_Sample_485-10-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051265,Bread and winter wheat,QE1467_180206_Sample_565-12-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051264,Bread and winter wheat,QE1467_Sample_484-10-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051263,Bread and winter wheat,QE1467_Sample_484-10-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051262,Bread and winter wheat,QE1467_Sample_484-10-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051261,Bread and winter wheat,QE1467_Sample_484-12-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051260,Bread and winter wheat,QE1467_Sample_484-12-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051259,Bread and winter wheat,QE1467_Sample_484-12-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051258,Bread and winter wheat,QE1467_Sample_485-10-1,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051257,Bread and winter wheat,QE1467_Sample_485-10-2,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051256,Bread and winter wheat,QE1467_180206_Sample_Stigg-12-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP198337,SRR9051255,Bread and winter wheat,QE1467_180206_Sample_Stigg10-3,Illumina HiSeq 2500,Late 21 days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Septoria tritici blotch,,
SRP148841,SRR7212265,bread wheat,P5260_120,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212264,bread wheat,P5260_121,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212263,bread wheat,P5260_109,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212262,bread wheat,P5260_115,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212261,bread wheat,P5260_107,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212260,bread wheat,P5260_111,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212259,bread wheat,P5260_112,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212258,bread wheat,P5260_101,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212257,bread wheat,P5260_102,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212256,bread wheat,P5260_116,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212255,bread wheat,P5260_117,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212254,bread wheat,P5260_118,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212253,bread wheat,P5260_119,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212252,bread wheat,P5260_103,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212251,bread wheat,P5260_108,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212250,bread wheat,P5260_110,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212249,bread wheat,P5260_105,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212248,bread wheat,P5260_104,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212247,bread wheat,P5260_106,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP148841,SRR7212246,bread wheat,P5260_113,Illumina HiSeq 2500,late 30-40days,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,Yellow (stripe) rust,,
SRP192163,SRR8885513,AC Barrie,SRR8885513,Illumina HiSeq 2500,late endorsperm,PO_0007633,endosperm development stage,endorsperm,PO:0009089,endosperm,NA,NA,NA
SRP192163,SRR8885503,AC Barrie,SRR8885503,Illumina HiSeq 2500,late endorsperm,PO_0007633,endosperm development stage,endorsperm,PO:0009089,endosperm,NA,NA,NA
ERP016738,ERR1598030,,LIB19512,Illumina HiSeq 2500,Leaf (7-leaf stage),PO:0007063,LP.07 seven leaves visible stage,leaf,PO_0025034,leaf ,NA,NA,NA
ERP112205,ERR2919736,Paragon,LIB4212,Illumina HiSeq 2500,leaf 14dd,PO_0001050,leaf development stage,leaf,PO_0025034,leaf ,NA,NA,NA
ERP112205,ERR2919735,Paragon,LIB4225,Illumina HiSeq 2500,leaf 14dd,PO_0001050,leaf development stage,leaf,PO_0025034,leaf ,NA,NA,NA
ERP112205,ERR2919734,Paragon,LIB4224,Illumina HiSeq 2500,leaf 14dd,PO_0001050,leaf development stage,leaf,PO_0025034,leaf ,NA,NA,NA
SRP192163,SRR8885508,AC Barrie,SRR8885508,Illumina HiSeq 2500,leaf early,PO_0001050,leaf development stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885494,AC Barrie,SRR8885494,Illumina HiSeq 2500,leaf early,PO_0001050,leaf development stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885493,AC Barrie,SRR8885493,Illumina HiSeq 2500,leaf early,PO_0001050,leaf development stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885510,AC Barrie,SRR8885510,Illumina HiSeq 2500,leaf late,PO_0001050,leaf development stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885500,AC Barrie,SRR8885500,Illumina HiSeq 2500,leaf late,PO_0001050,leaf development stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885499,AC Barrie,SRR8885499,Illumina HiSeq 2500,leaf late,PO_0001050,leaf development stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885498,AC Barrie,SRR8885498,Illumina HiSeq 2500,leaf late,PO_0001050,leaf development stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885509,AC Barrie,SRR8885509,Illumina HiSeq 2500,leaf middle,PO_0001050,leaf development stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885497,AC Barrie,SRR8885497,Illumina HiSeq 2500,leaf middle,PO_0001050,leaf development stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885496,AC Barrie,SRR8885496,Illumina HiSeq 2500,leaf middle,PO_0001050,leaf development stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885495,AC Barrie,SRR8885495,Illumina HiSeq 2500,leaf middle,PO_0001050,leaf development stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885511,AC Barrie,SRR8885511,Illumina HiSeq 2500,mature,PO:0025337,life of whole plant stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885501,AC Barrie,SRR8885501,Illumina HiSeq 2500,mature,PO:0025337,life of whole plant stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP233055,SRR10527240,JW1,TW1,Illumina HiSeq 2000,mature,PO:0025337,life of whole plant stage,grain,PO_0009010,seed,NA,NA,NA
SRP233055,SRR10527239,JW1,WT1,Illumina HiSeq 2000,mature,PO:0025337,life of whole plant stage,grain,PO_0009010,seed,NA,NA,NA
SRP175042,SRR8385688,not collected7,OKU4_S4_R1,Illumina HiSeq 2000,mature,PO:0025337,life of whole plant stage,root,PO_0009005,root ,NA,NA,NA
SRP175042,SRR8385687,not collected5,OKU1_S3_R1,Illumina HiSeq 2000,mature,PO:0025337,life of whole plant stage,root,PO_0009005,root ,NA,NA,NA
SRP175042,SRR8385686,not collected11,OKU6_S6_R1,Illumina HiSeq 2000,mature,PO:0025337,life of whole plant stage,root,PO_0009005,root ,NA,NA,NA
SRP175042,SRR8385685,not collected9,OKU5_S5_R1,Illumina HiSeq 2000,mature,PO:0025337,life of whole plant stage,root,PO_0009005,root ,NA,NA,NA
SRP175042,SRR8385684,not collected15,OKU8_S8_R1,Illumina HiSeq 2000,mature,PO:0025337,life of whole plant stage,root,PO_0009005,root ,NA,NA,NA
SRP175042,SRR8385683,not collected13,OKU7_S7_R1,Illumina HiSeq 2000,mature,PO:0025337,life of whole plant stage,root,PO_0009005,root ,NA,NA,NA
SRP175042,SRR8385682,not collected21,OKU12_S12_R1,Illumina HiSeq 2000,mature,PO:0025337,life of whole plant stage,root,PO_0009005,root ,NA,NA,NA
SRP175042,SRR8385681,not collected19,OKU11_S11_R1,Illumina HiSeq 2000,mature,PO:0025337,life of whole plant stage,root,PO_0009005,root ,NA,NA,NA
SRP175042,SRR8385680,not collected17,OKU10_S10_R1,Illumina HiSeq 2000,mature,PO:0025337,life of whole plant stage,root,PO_0009005,root ,NA,NA,NA
SRP175042,SRR8385679,not collected3,OKU1_S2_R1,Illumina HiSeq 2000,mature,PO:0025337,life of whole plant stage,root,PO_0009005,root ,NA,NA,NA
SRP175042,SRR8385678,not collected1,OKU1_S1_R1,Illumina HiSeq 2000,mature,PO:0025337,life of whole plant stage,root,PO_0009005,root ,NA,NA,NA
SRP113349,SRR5860111,Chris,RNA-seq_wild_type-WT_replicate1,Illumina HiSeq 2000,meiosis and uninuclear stage,,,anther,PO_0009066,anther,NA,NA,NA
SRP113349,SRR5860110,Chris,RNA-seq_wild_type-WT_replicate2,Illumina HiSeq 2000,meiosis and uninuclear stage,,,anther,PO_0009066,anther,NA,NA,NA
SRP113349,SRR5860109,Chris,RNA-seq_wild_type-HE_replicate1,Illumina HiSeq 2000,meiosis and uninuclear stage,,,anther,PO_0009066,anther,NA,NA,NA
SRP113349,SRR5860107,Chris,RNA-seq_wild_type-HE_replicate2,Illumina HiSeq 2000,meiosis and uninuclear stage,,,anther,PO_0009066,anther,NA,NA,NA
SRP113349,SRR5860105,Chris,RNA-seq_mut-ms1_replicate1,Illumina HiSeq 2000,meiosis and uninuclear stage,,,anther,PO_0009066,anther,NA,NA,NA
SRP113349,SRR5860104,Chris,RNA-seq_mut-ms1_replicate2,Illumina HiSeq 2000,meiosis and uninuclear stage,,,anther,PO_0009066,anther,NA,NA,NA
SRP094132,SRR5076571,Chinese Spring ms2 mutant,SRR5076571,Illumina HiSeq 2000,meiosis in pollen mother cell,,,anther,PO_0009066,anther,NA,NA,NA
SRP094132,SRR5066020,Chinese Spring ms2 mutant,SRR5066020,Illumina HiSeq 2000,meiosis in pollen mother cell,,,anther,PO_0009066,anther,NA,NA,NA
SRP094132,SRR5065886,Chinese Spring ms2 mutant,SRR5065886,Illumina HiSeq 2000,meiosis in pollen mother cell,,,anther,PO_0009066,anther,NA,NA,NA
SRP094132,SRR5065885,Chinese Spring,SRR5065885,Illumina HiSeq 2000,meiosis in pollen mother cell,,,anther,PO_0009066,anther,NA,NA,NA
SRP094132,SRR5064880,Chinese Spring,SRR5064880,Illumina HiSeq 2000,meiosis in pollen mother cell,,,anther,PO_0009066,anther,NA,NA,NA
SRP073588,SRR3404995,JM8,SRR3404995,Illumina HiSeq 2000,meiosis stage,,,anther,PO_0009066,anther,NA,NA,NA
SRP073587,SRR3404991,CP806,SRR3404991,Illumina HiSeq 2000,meiosis stage,,,anther,PO_0009066,anther,NA,NA,NA
SRP073572,SRR3404965,BS366,SRR3404965,Illumina HiSeq 2000,meiosis stage,,,anther,PO_0009066,anther,NA,NA,NA
SRP146060,SRR7166236,Triticum aestivum. L cv. Chinese Spring4,CS-2-re2,Illumina HiSeq 2000,meiotic I,,,anther,PO_0009066,anther,NA,NA,NA
SRP146060,SRR7166235,Triticum aestivum. L cv. Chinese Spring3,CS-2-re1,Illumina HiSeq 2000,meiotic I,,,anther,PO_0009066,anther,NA,NA,NA
SRP146060,SRR7166230,heat tolerant individuals of synthetic allohexaploid wheat3,H-2-re1,Illumina HiSeq 2000,meiotic I,,,anther,PO_0009066,anther,NA,NA,NA
